experiment_id,run_ts,dataset_name,sample_id,model_name,ruleset_name,prompt_type,source_text,reference_text,generated_text,prompt_text,status,error_message,inference_seconds,input_chars,output_chars,input_words,output_words,flag_artifacts,flag_prompt_leak,flag_truncation,flag_generic,empty_output,compression_ratio,n_flags,src_words,pred_words,ref_words,src_sentences,pred_sentences,ref_sentences,sari,bleu,fernandez_huerta_pred,fernandez_huerta_src,fernandez_huerta_delta,compression_ratio_eval,sentence_splits,levenshtein_similarity,exact_copy,additions_proportion,deletions_proportion,inflesz_pred,inflesz_src,inflesz_delta,rouge1_f,rouge2_f,rougeL_f,bertscore_f1,sbert_similarity
exp_medium_batch_v1,20260308_155905,FEINA,5350_LibroBAC.pdf,llama3,R0,zero-shot,Yo sé que esto es algo que probablemente preferirían no hacer.,Yo sé que probablemente preferirían no hacer esto.,Yo entiendo que no quieren hacer esto.,"Reescribe en español el siguiente texto con lenguaje más claro y sencillo.
Conserva el significado original y no inventes información.

Devuelve solo la versión final simplificada.

Texto:
Yo sé que esto es algo que probablemente preferirían no hacer.

Versión simplificada:",success,,13.441,62,38,11,7,False,False,False,False,False,0.6363636363636364,0,11,7,8,1,1,1,36.52777777777778,21.573652645054953,89.41142857142859,83.02181818181819,6.389610389610397,0.6363636363636364,0,0.42,0,0.2857142857142857,0.5454545454545454,93.03500000000003,76.89863636363637,16.136363636363654,0.6250000000000001,0.14285714285714288,0.6250000000000001,0.8634031414985657,
exp_medium_batch_v1,20260308_155905,FEINA,5350_LibroBAC.pdf,llama3,R2,zero-shot,Yo sé que esto es algo que probablemente preferirían no hacer.,Yo sé que probablemente preferirían no hacer esto.,No quiero que hagan esto.,"Reescribe en español el siguiente texto con lenguaje más claro y sencillo.
Conserva el significado original y no inventes información.
Guía interna de simplificación: usa palabras comunes; evita tecnicismos innecesarios; reemplaza palabras difíciles por palabras simples; usa oraciones cortas; expresa una idea por oración; prefiere voz activa; divide oraciones largas.

Devuelve solo la versión final simplificada.

Texto:
Yo sé que esto es algo que probablemente preferirían no hacer.

Versión simplificada:",success,,7.4728,62,25,11,5,False,False,False,False,False,0.4545454545454545,0,11,5,8,1,1,1,30.804612054612054,10.89644800332157,90.44,83.02181818181819,7.418181818181807,0.45454545454545453,0,0.39080459770114945,0,0.4,0.7272727272727273,102.155,76.89863636363637,25.25636363636363,0.42857142857142855,0.0,0.2857142857142857,0.7574537396430969,
exp_medium_batch_v1,20260308_155905,FEINA,5350_LibroBAC.pdf,mistral,R0,zero-shot,Yo sé que esto es algo que probablemente preferirían no hacer.,Yo sé que probablemente preferirían no hacer esto.,Esto quizás no les guste mucho hacer esto. (This is probably something they wouldn't like to do.),"Reescribe en español el siguiente texto con lenguaje más claro y sencillo.
Conserva el significado original y no inventes información.

Devuelve solo la versión final simplificada.

Texto:
Yo sé que esto es algo que probablemente preferirían no hacer.

Versión simplificada:",success,,4.8468,62,97,11,17,False,False,False,False,False,1.5454545454545454,0,11,18,8,1,2,1,30.696386946386948,7.2643397661757225,102.17333333333333,83.02181818181819,19.15151515151514,1.6363636363636365,1,0.37735849056603776,0,0.8333333333333334,0.7272727272727273,100.9238888888889,76.89863636363637,24.025252525252526,0.2857142857142857,0.07692307692307691,0.2857142857142857,0.6395886540412903,
exp_medium_batch_v1,20260308_155905,FEINA,5350_LibroBAC.pdf,mistral,R2,zero-shot,Yo sé que esto es algo que probablemente preferirían no hacer.,Yo sé que probablemente preferirían no hacer esto.,Esto quizás no les guste mucho hacer esto. (This probably isn't something they would like to do.),"Reescribe en español el siguiente texto con lenguaje más claro y sencillo.
Conserva el significado original y no inventes información.
Guía interna de simplificación: usa palabras comunes; evita tecnicismos innecesarios; reemplaza palabras difíciles por palabras simples; usa oraciones cortas; expresa una idea por oración; prefiere voz activa; divide oraciones largas.

Devuelve solo la versión final simplificada.

Texto:
Yo sé que esto es algo que probablemente preferirían no hacer.

Versión simplificada:",success,,2.7466,62,97,11,17,False,False,False,False,False,1.5454545454545454,0,11,18,8,1,2,1,30.696386946386948,7.2643397661757225,102.17333333333333,83.02181818181819,19.15151515151514,1.6363636363636365,1,0.36477987421383645,0,0.8333333333333334,0.7272727272727273,100.9238888888889,76.89863636363637,24.025252525252526,0.2857142857142857,0.07692307692307691,0.2857142857142857,0.6378368139266968,
exp_medium_batch_v1,20260308_155905,FEINA,418_LibroUAC_Sincopyright.pdf,llama3,R0,zero-shot,"Lo calcula el Instituto Nacional de Estadísticas sobre la base de mediciones mensuales a los precios de una canasta familiar que incluye doce categorías de productos, entre ellas, salud, vivienda, vestuario y alimentos.",Lo calcula el Instituto Nacional de Estadísticas sobra la base de las mediciones mensuales a los precios de la canasta familiar.,"El Instituto Nacional de Estadísticas calcula los precios de una canasta familiar que incluye 12 categorías de productos, como la salud, la vivienda, el vestuario y los alimentos, para determinar el costo de vida.","Reescribe en español el siguiente texto con lenguaje más claro y sencillo.
Conserva el significado original y no inventes información.

Devuelve solo la versión final simplificada.

Texto:
Lo calcula el Instituto Nacional de Estadísticas sobre la base de mediciones mensuales a los precios de una canasta familiar que incluye doce categorías de productos, entre ellas, salud, vivienda, vestuario y alimentos.

Versión simplificada:",success,,10.2968,219,213,33,34,False,False,False,False,False,1.0303030303030305,0,33,34,21,1,1,1,34.31690643249048,10.814410080481558,76.78117647058824,67.38545454545454,9.3957219251337,1.0303030303030303,0,0.5879629629629629,0,0.29411764705882354,0.2727272727272727,40.90558823529412,32.244090909090914,8.661497326203204,0.5172413793103449,0.2857142857142857,0.37931034482758624,0.7834917306900024,
exp_medium_batch_v1,20260308_155905,FEINA,418_LibroUAC_Sincopyright.pdf,llama3,R2,zero-shot,"Lo calcula el Instituto Nacional de Estadísticas sobre la base de mediciones mensuales a los precios de una canasta familiar que incluye doce categorías de productos, entre ellas, salud, vivienda, vestuario y alimentos.",Lo calcula el Instituto Nacional de Estadísticas sobra la base de las mediciones mensuales a los precios de la canasta familiar.,"El Instituto Nacional de Estadísticas calcula los precios de los productos básicos para una familia promedio, como la salud, la vivienda, la ropa y la comida.","Reescribe en español el siguiente texto con lenguaje más claro y sencillo.
Conserva el significado original y no inventes información.
Guía interna de simplificación: usa palabras comunes; evita tecnicismos innecesarios; reemplaza palabras difíciles por palabras simples; usa oraciones cortas; expresa una idea por oración; prefiere voz activa; divide oraciones largas.

Devuelve solo la versión final simplificada.

Texto:
Lo calcula el Instituto Nacional de Estadísticas sobre la base de mediciones mensuales a los precios de una canasta familiar que incluye doce categorías de productos, entre ellas, salud, vivienda, vestuario y alimentos.

Versión simplificada:",success,,4.7092,219,158,33,26,False,False,False,False,False,0.7878787878787878,0,33,26,21,1,1,1,44.5124926407096,12.585217457073275,75.99384615384616,67.38545454545454,8.608391608391628,0.7878787878787878,0,0.5305039787798409,0,0.4230769230769231,0.5454545454545454,49.04653846153846,32.244090909090914,16.802447552447546,0.4799999999999999,0.2916666666666667,0.4,0.7925870418548584,
exp_medium_batch_v1,20260308_155905,FEINA,418_LibroUAC_Sincopyright.pdf,mistral,R0,zero-shot,"Lo calcula el Instituto Nacional de Estadísticas sobre la base de mediciones mensuales a los precios de una canasta familiar que incluye doce categorías de productos, entre ellas, salud, vivienda, vestuario y alimentos.",Lo calcula el Instituto Nacional de Estadísticas sobra la base de las mediciones mensuales a los precios de la canasta familiar.,"El Instituto Nacional de Estadísticas calcula basándose en mediciones mensuales de precios, una cesta familiar que consta de doce categorías de productos, como salud, vivienda, ropa y alimentos.","Reescribe en español el siguiente texto con lenguaje más claro y sencillo.
Conserva el significado original y no inventes información.

Devuelve solo la versión final simplificada.

Texto:
Lo calcula el Instituto Nacional de Estadísticas sobre la base de mediciones mensuales a los precios de una canasta familiar que incluye doce categorías de productos, entre ellas, salud, vivienda, vestuario y alimentos.

Versión simplificada:",success,,6.3346,219,194,33,28,False,False,False,False,False,0.8484848484848485,0,33,28,21,1,1,1,34.058873685743464,9.94331256564067,59.6257142857143,67.38545454545454,-7.759740259740234,0.8484848484848485,0,0.7941888619854721,0,0.21428571428571427,0.3333333333333333,29.76000000000002,32.244090909090914,-2.484090909090895,0.4905660377358491,0.23529411764705882,0.3773584905660377,0.7830192446708679,
exp_medium_batch_v1,20260308_155905,FEINA,418_LibroUAC_Sincopyright.pdf,mistral,R2,zero-shot,"Lo calcula el Instituto Nacional de Estadísticas sobre la base de mediciones mensuales a los precios de una canasta familiar que incluye doce categorías de productos, entre ellas, salud, vivienda, vestuario y alimentos.",Lo calcula el Instituto Nacional de Estadísticas sobra la base de las mediciones mensuales a los precios de la canasta familiar.,"El Instituto Nacional de Estadísticas calcula basándose en mediciones mensuales de precios de una cesta familiar compuesta por doce categorías de productos, como salud, vivienda, ropa y alimentos.","Reescribe en español el siguiente texto con lenguaje más claro y sencillo.
Conserva el significado original y no inventes información.
Guía interna de simplificación: usa palabras comunes; evita tecnicismos innecesarios; reemplaza palabras difíciles por palabras simples; usa oraciones cortas; expresa una idea por oración; prefiere voz activa; divide oraciones largas.

Devuelve solo la versión final simplificada.

Texto:
Lo calcula el Instituto Nacional de Estadísticas sobre la base de mediciones mensuales a los precios de una canasta familiar que incluye doce categorías de productos, entre ellas, salud, vivienda, vestuario y alimentos.

Versión simplificada:",success,,3.8185,219,196,33,28,False,False,False,False,False,0.8484848484848485,0,33,28,21,1,1,1,35.37908092864989,10.858943671423319,57.48285714285716,67.38545454545454,-9.902597402597372,0.8484848484848485,0,0.7903614457831325,0,0.25,0.36363636363636365,27.535000000000025,32.244090909090914,-4.7090909090908895,0.4905660377358491,0.27450980392156865,0.41509433962264153,0.7996752858161926,
exp_medium_batch_v1,20260308_155905,FEINA,16403_LibroBAC.pdf,llama3,R0,zero-shot,Fijar el precio de los activos en el momento de su emisión (mercado primario) o en un momento posterior (mercado secundario).,Fijar el precio de los recursos en su emisión o posteriormente.,Establecer el precio de los activos al venderlos por primera vez (mercado primario) o más tarde (mercado secundario).,"Reescribe en español el siguiente texto con lenguaje más claro y sencillo.
Conserva el significado original y no inventes información.

Devuelve solo la versión final simplificada.

Texto:
Fijar el precio de los activos en el momento de su emisión (mercado primario) o en un momento posterior (mercado secundario).

Versión simplificada:",success,,6.9503,125,117,21,18,False,False,False,False,False,0.8571428571428571,0,21,18,11,1,1,1,35.17785613270649,11.408424519986962,74.50666666666667,81.98285714285714,-7.476190476190467,0.8571428571428571,0,0.6694214876033058,0,0.4444444444444444,0.5238095238095238,57.3127777777778,61.235000000000014,-3.922222222222217,0.3225806451612903,0.20689655172413793,0.3225806451612903,0.7964063882827759,
exp_medium_batch_v1,20260308_155905,FEINA,16403_LibroBAC.pdf,llama3,R2,zero-shot,Fijar el precio de los activos en el momento de su emisión (mercado primario) o en un momento posterior (mercado secundario).,Fijar el precio de los recursos en su emisión o posteriormente.,Establecer el precio de los activos cuando se crean o más tarde.,"Reescribe en español el siguiente texto con lenguaje más claro y sencillo.
Conserva el significado original y no inventes información.
Guía interna de simplificación: usa palabras comunes; evita tecnicismos innecesarios; reemplaza palabras difíciles por palabras simples; usa oraciones cortas; expresa una idea por oración; prefiere voz activa; divide oraciones largas.

Devuelve solo la versión final simplificada.

Texto:
Fijar el precio de los activos en el momento de su emisión (mercado primario) o en un momento posterior (mercado secundario).

Versión simplificada:",success,,4.9003,125,64,21,12,False,False,False,False,False,0.5714285714285714,0,21,12,11,1,1,1,51.89958097059962,21.401603033752977,98.33999999999999,81.98285714285714,16.357142857142847,0.5714285714285714,0,0.4126984126984127,0,0.5,0.7142857142857143,91.00166666666668,61.235000000000014,29.766666666666666,0.4,0.2608695652173913,0.4,0.8674769401550293,
exp_medium_batch_v1,20260308_155905,FEINA,16403_LibroBAC.pdf,mistral,R0,zero-shot,Fijar el precio de los activos en el momento de su emisión (mercado primario) o en un momento posterior (mercado secundario).,Fijar el precio de los recursos en su emisión o posteriormente.,Establecer el precio de activos: en el momento de su emisión (mercado primario) o después (mercado secundario). Translation: Set the price of assets: at the time of their issuance (primary market) or later (secondary market).,"Reescribe en español el siguiente texto con lenguaje más claro y sencillo.
Conserva el significado original y no inventes información.

Devuelve solo la versión final simplificada.

Texto:
Fijar el precio de los activos en el momento de su emisión (mercado primario) o en un momento posterior (mercado secundario).

Versión simplificada:",success,,6.7576,125,226,21,35,False,False,False,False,False,1.6666666666666667,0,21,35,11,1,2,1,25.000011890858747,4.00375921574034,84.44000000000003,81.98285714285714,2.457142857142884,1.6666666666666667,1,0.45714285714285713,0,0.5714285714285714,0.2857142857142857,68.29500000000002,61.235000000000014,7.060000000000002,0.326530612244898,0.1702127659574468,0.326530612244898,0.7161502242088318,
exp_medium_batch_v1,20260308_155905,FEINA,16403_LibroBAC.pdf,mistral,R2,zero-shot,Fijar el precio de los activos en el momento de su emisión (mercado primario) o en un momento posterior (mercado secundario).,Fijar el precio de los recursos en su emisión o posteriormente.,Establecer el precio de los activos al emitarlos (mercado primario) o más tarde (mercado secundario). (,"Reescribe en español el siguiente texto con lenguaje más claro y sencillo.
Conserva el significado original y no inventes información.
Guía interna de simplificación: usa palabras comunes; evita tecnicismos innecesarios; reemplaza palabras difíciles por palabras simples; usa oraciones cortas; expresa una idea por oración; prefiere voz activa; divide oraciones largas.

Devuelve solo la versión final simplificada.

Texto:
Fijar el precio de los activos en el momento de su emisión (mercado primario) o en un momento posterior (mercado secundario).

Versión simplificada:",success,,5.7684,125,104,21,16,False,False,True,False,False,0.7619047619047619,1,21,15,11,1,2,1,35.17785613270649,12.58220555845937,57.24,81.98285714285714,-24.74285714285714,0.7142857142857143,1,0.6929824561403509,0,0.3333333333333333,0.5238095238095238,58.1216666666667,61.235000000000014,-3.1133333333333155,0.35714285714285715,0.23076923076923075,0.35714285714285715,0.7852743268013,
