row_id,prompt_family,owner,model_key,config_label,ruleset,system_family,system_name,source_text,reference_text,generated_text,src_words,pred_words,ref_words,src_sentences,pred_sentences,ref_sentences,sari,bleu,fernandez_huerta_pred,fernandez_huerta_src,fernandez_huerta_delta,compression_ratio_eval,sentence_splits,levenshtein_similarity,exact_copy,additions_proportion,deletions_proportion,inflesz_pred,inflesz_src,inflesz_delta,rouge1_f,rouge2_f,rougeL_f,bertscore_f1,sbert_similarity
550,few-shot,hariel,llama3,llama3_cfg_3,R1,prompting,few-shot_hariel_llama3_llama3_cfg_3_R1,"No tiene incentivos ni motivación, dos elementos esenciales en ambientes de competencia.",No tiene sentido ni motivación. Estos elementos son esenciales para la competencia.,Sin motivación y sin incentivos no se puede trabajar bien en un ambiente competitivo.,12,14,12,1,1,2,32.203641768859164,3.1251907639724417,75.26857142857142,48.34,26.928571428571416,1.1666666666666667,0,0.48554913294797686,0,0.7142857142857143,0.6666666666666666,63.785,39.08500000000001,24.69999999999999,0.21428571428571427,0.07692307692307691,0.14285714285714288,0.7448984384536743,
571,few-shot,hariel,llama3,llama3_cfg_3,R1,prompting,few-shot_hariel_llama3_llama3_cfg_3_R1,"En los procesos de importaciones y exportaciones intervienen, además de clientes y proveedores, instituciones del Estado y los bancos, tal como se indica en el siguiente recuadro:",Clientes y proveedores intervienen en las importancias y exportaciones. También lo hacen las instituciones estatales y los banco como se indica a continuación:,"En la importación y exportación, también participan instituciones gubernamentales y bancos, como se muestra a continuación.",27,16,23,1,1,2,39.978437305803034,4.965501535546057,46.715,69.72888888888889,-23.013888888888886,0.5925925925925926,0,0.5165562913907285,0,0.5625,0.7407407407407407,31.191250000000025,41.39055555555555,-10.199305555555526,0.48888888888888893,0.186046511627907,0.48888888888888893,0.8147968053817749,
885,few-shot,hariel,llama3,llama3_cfg_3,R1,prompting,few-shot_hariel_llama3_llama3_cfg_3_R1,"El robo de identidad ocurre cuando su información personal, tal como su nombre, número de cuenta, o número de cédula de identidad se usan sin su conocimiento para cometer un fraude o robo.","El robo de identidad ocurre cuando su información personal como su nombre, número de cuenta, o número de cédula de identidad se usan sin su conocimiento para cometer un fraude o robo.","El robo de identidad es cuando alguien utiliza tu información personal, como tu nombre y números de cuenta o cédula de identidad, sin tu permiso para hacer trucos malintencionados.",33,29,32,1,1,1,17.34147016684596,13.523511781977867,72.97793103448276,81.9309090909091,-8.952978056426332,0.8787878787878788,0,0.717391304347826,0,0.41379310344827586,0.48484848484848486,42.49362068965519,47.34712121212122,-4.853500522466035,0.5882352941176471,0.3333333333333333,0.5882352941176471,0.8541818261146545,
1193,few-shot,hariel,llama3,llama3_cfg_3,R1,prompting,few-shot_hariel_llama3_llama3_cfg_3_R1,"Los sueños de los niños tienen una gran variedad que va desde Tarzán hasta el Agente 007, pasando por Superman.",Los sueños de los niños son variados y van desde Tarzán hasta el Agente 007 y Superman.,"Los niños soñan con cosas como ser Tarzán, el Agente 007 o Superman.",20,13,17,1,1,1,39.35560966810967,11.326622904675613,102.07076923076923,99.74000000000001,2.3307692307692207,0.65,0,0.5363128491620112,0,0.46153846153846156,0.65,93.19653846153847,80.92500000000001,12.271538461538455,0.5,0.29411764705882354,0.5,0.842180609703064,
1391,few-shot,hariel,llama3,llama3_cfg_3,R1,prompting,few-shot_hariel_llama3_llama3_cfg_3_R1,Expresiones como soborno y cohecho se refieren a ilícitos vinculados a la compra de la voluntad de un individuo para provecho personal.,Expresiones como soborno y cohecho se refieren a delitos vinculados a comprar la voluntad de alguien para provecho personal.,"Expresiones como ""soborno"" y ""cohecho"" se refieren a actos ilegales que involucran comprar el apoyo o consentimiento de alguien para beneficio propio.",22,22,19,1,1,1,39.1025383507635,11.145671749607036,60.38545454545455,68.56727272727274,-8.181818181818187,1.0,0,0.5824561403508772,0,0.5454545454545454,0.5454545454545454,37.58045454545456,46.07590909090911,-8.49545454545455,0.5853658536585366,0.4615384615384615,0.5853658536585366,0.8959304094314575,
1399,few-shot,hariel,llama3,llama3_cfg_3,R1,prompting,few-shot_hariel_llama3_llama3_cfg_3_R1,"DIRECCIÓN DE PRESUPUESTO (DIPRES): ""formula y lleva el control presupuestario de la nación.""",DIRECCIÓN DE PRESUPUESTO: formula y lleva el control presupuestario de la nación.,La Dirección de Presupuesto es responsable de crear y supervisar los presupuestos del país.,13,14,12,1,1,1,31.316304894310008,3.4585921141027356,79.55428571428571,69.76307692307694,9.791208791208774,1.0769230769230769,0,0.34972677595628415,0,0.5714285714285714,0.5384615384615384,68.23500000000001,59.65038461538464,8.584615384615375,0.4666666666666667,0.21428571428571427,0.3333333333333333,0.713970959186554,
1636,few-shot,hariel,llama3,llama3_cfg_3,R1,prompting,few-shot_hariel_llama3_llama3_cfg_3_R1,"Interés compuesto: Es la suma del capital y el interés acumulado, que se va multiplicando según los plazos convenidos. La tasa de interés es el porcentaje que se aplica a un préstamo o inversión realizada.",El interés compuesto es la suma del capital y el interés acumulado. La tasa de interés es el porcentaje aplicado a un préstamo o inversión realizada.,"El interés compuesto es la suma del capital y el interés acumulado, que crece según el tiempo convenido. La tasa de interés es el porcentaje aplicado a un préstamo o inversión.",35,31,26,2,2,2,75.09076652717003,71.14277287369607,78.32387096774195,77.58285714285716,0.7410138248847886,0.8857142857142857,0,0.8346456692913385,0,0.1935483870967742,0.2857142857142857,64.72532258064518,61.17500000000004,3.550322580645144,0.8823529411764706,0.8484848484848485,0.8823529411764706,0.9473791718482971,
1740,few-shot,hariel,llama3,llama3_cfg_3,R1,prompting,few-shot_hariel_llama3_llama3_cfg_3_R1,La producción en un país se realiza mediante lo que se conoce como factores de producción y de los cuales nos ocuparemos en detalle más adelante.,A través de los factores de producción se realiza la producción en un país. Más adelante nos ocuparemos en detalle de estos factores.,"La producción en un país se hace utilizando factores como capital, trabajo y recursos naturales.",26,15,23,1,1,2,44.70180945941595,10.285878714978704,64.04,89.84000000000002,-25.80000000000001,0.5769230769230769,0,0.5145228215767634,0,0.4,0.6538461538461539,50.6216666666667,63.42346153846155,-12.801794871794854,0.39999999999999997,0.27906976744186046,0.35555555555555557,0.7637315392494202,
1742,few-shot,hariel,llama3,llama3_cfg_3,R1,prompting,few-shot_hariel_llama3_llama3_cfg_3_R1,"A pesar de que algunos critican al intermediario, se necesita a este individuo en la economía.","Aunque algunas personas critican al intermediario, este individuo es necesario en la economía.","Aunque algunos lo critiquen, el intermediario es necesario en la economía.",16,11,13,1,1,1,61.0302841198094,36.1122529183502,55.74909090909092,69.215,-13.465909090909086,0.6875,0,0.7261904761904762,0,0.5454545454545454,0.6875,48.58045454545456,54.55375000000001,-5.97329545454545,0.6153846153846153,0.41666666666666663,0.6153846153846153,0.9252060651779175,
1790,few-shot,hariel,llama3,llama3_cfg_3,R1,prompting,few-shot_hariel_llama3_llama3_cfg_3_R1,El impuesto a los réditos es también un buen instrumento para conocer el monto de las rentas y de la riqueza nacional.,El impuesto a las utilidades también es un buen método para conocer el monto de las rentas y de la riqueza nacional.,El impuesto sobre los intereses es una forma efectiva de medir el valor de las rentas y la riqueza del país.,22,21,22,1,1,1,32.652859592514766,15.450703561660948,96.26857142857143,95.84,0.4285714285714306,0.9545454545454546,0,0.584070796460177,0,0.42857142857142855,0.45454545454545453,76.06833333333334,74.39409090909092,1.674242424242422,0.4782608695652174,0.22727272727272724,0.43478260869565216,0.8752536177635193,
1920,few-shot,hariel,llama3,llama3_cfg_3,R1,prompting,few-shot_hariel_llama3_llama3_cfg_3_R1,"También es de mucha ayuda separar las metas en tres períodos de tiempo para los propósitos de planeamiento, y aun cuando esto ya se trató en el capítulo anterior, se reitera tan importante aspecto, centrados en el tema del presente y con la intención de reforzar el manejo del mismo:","También ayuda separar las metas en tres períodos de tiempo para cumplir con los propósitos planteados. Aunque este aspecto ya se trató en el capítulo anterior, reiteramos su importancia:","Separar las metas en tres períodos de tiempo es útil para planificar. Esto ya se mencionó anteriormente, pero es importante recordarlo para gestionar mejor tus objetivos.",50,26,29,1,2,2,49.687652281217744,21.010046796078246,65.14769230769232,92.0,-26.852307692307676,0.52,1,0.5209713024282561,0,0.46153846153846156,0.72,54.858076923076936,39.71100000000003,15.14707692307691,0.39999999999999997,0.3103448275862069,0.39999999999999997,0.768795907497406,
2027,few-shot,hariel,llama3,llama3_cfg_3,R1,prompting,few-shot_hariel_llama3_llama3_cfg_3_R1,Seguridad financiera: Consiste en cumplir con las necesidades que se presentan en el futuro de las personas y al mismo tiempo cumplir con las obligaciones diarias.,"Seguridad financiera, consiste en cumplir con las necesidades económicas que se presentan en el futuro de las personas y también cumplir con las obligaciones financieras diarias.","La seguridad financiera es importante porque te permite pagar tus necesidades actuales y futuras, así como también cumple con tus compromisos diarios.",26,22,26,1,1,1,23.485703323164625,2.166216400332231,63.11272727272727,80.60923076923079,-17.49650349650352,0.8461538461538461,0,0.5814696485623003,0,0.7727272727272727,0.8076923076923077,40.41227272727272,53.83884615384618,-13.426573426573455,0.27450980392156865,0.08163265306122448,0.27450980392156865,0.7790085673332214,
2065,few-shot,hariel,llama3,llama3_cfg_3,R1,prompting,few-shot_hariel_llama3_llama3_cfg_3_R1,"La última, pero no menos importante razón, puede ser encontrar un fascinante campo de acción intelectual para comprender el mundo real.",La última es encontrar un campo de acción intelectual para comprender el mundo real.,La razón final es encontrar un tema interesante que te ayude a entender mejor el mundo.,21,16,14,1,1,1,35.419194095664686,11.64394847706997,84.215,76.26857142857142,7.946428571428584,0.7619047619047619,0,0.5045045045045045,0,0.625,0.7142857142857143,70.12875000000001,55.30166666666668,14.827083333333334,0.43749999999999994,0.19999999999999998,0.37500000000000006,0.8186932802200317,
2365,few-shot,hariel,llama3,llama3_cfg_3,R1,prompting,few-shot_hariel_llama3_llama3_cfg_3_R1,"Si el entusiasmo, y esto no es idealismo ramplón, se orienta hacia la salud, la belleza, el éxito, la felicidad, lo más probable es que se obtenga la salud, la belleza, el éxito y la felicidad.","Si el entusiasmo se dirige hacia la salud, la belleza, el éxito, la felicidad es probable que los consigamos.","Si nos enfocamos en la salud, la belleza, el éxito y la felicidad con entusiasmo, es probable que logremos esos objetivos.",36,21,19,1,1,1,54.89314589971329,37.41569352955004,79.1257142857143,92.34,-13.214285714285708,0.5833333333333334,0,0.3746031746031746,0,0.3333333333333333,0.6111111111111112,58.26833333333336,54.887777777777785,3.380555555555574,0.6500000000000001,0.4210526315789474,0.6,0.8528147339820862,
