row_id,prompt_family,owner,model_key,config_label,ruleset,system_family,system_name,source_text,reference_text,generated_text,src_words,pred_words,ref_words,src_sentences,pred_sentences,ref_sentences,sari,bleu,fernandez_huerta_pred,fernandez_huerta_src,fernandez_huerta_delta,compression_ratio_eval,sentence_splits,levenshtein_similarity,exact_copy,additions_proportion,deletions_proportion,inflesz_pred,inflesz_src,inflesz_delta,rouge1_f,rouge2_f,rougeL_f,bertscore_f1,sbert_similarity
550,fine-tuning,lora,llama3,final_adapter,NA,lora,lora_llama3,"No tiene incentivos ni motivación, dos elementos esenciales en ambientes de competencia.",No tiene sentido ni motivación. Estos elementos son esenciales para la competencia.,"No tiene incentivos ni motivación, dos elementos esenciales en ambientes de competencia.",12,12,12,1,1,2,9.18560606060606,10.571070857151541,48.34,48.34,0.0,1.0,0,1.0,1,0.0,0.0,39.08500000000001,39.08500000000001,0.0,0.6153846153846154,0.25,0.6153846153846154,0.8591127991676331,
571,fine-tuning,lora,llama3,final_adapter,NA,lora,lora_llama3,"En los procesos de importaciones y exportaciones intervienen, además de clientes y proveedores, instituciones del Estado y los bancos, tal como se indica en el siguiente recuadro:",Clientes y proveedores intervienen en las importancias y exportaciones. También lo hacen las instituciones estatales y los banco como se indica a continuación:,"En los procesos de importaciones y exportaciones intervienen, además de clientes y proveedores, instituciones del Estado y los bancos, como se indica en el siguiente recuadro:",27,26,23,1,1,2,15.392660172071936,8.384179702790084,66.76307692307695,69.72888888888889,-2.9658119658119375,0.9629629629629629,0,0.9887005649717514,0,0.0,0.037037037037037035,39.461923076923085,41.39055555555555,-1.9286324786324656,0.5,0.24000000000000002,0.34615384615384615,0.8179330229759216,
885,fine-tuning,lora,llama3,final_adapter,NA,lora,lora_llama3,"El robo de identidad ocurre cuando su información personal, tal como su nombre, número de cuenta, o número de cédula de identidad se usan sin su conocimiento para cometer un fraude o robo.","El robo de identidad ocurre cuando su información personal como su nombre, número de cuenta, o número de cédula de identidad se usan sin su conocimiento para cometer un fraude o robo.",El robo de identidad ocurre cuando su información personal se usa sin su conocimiento para cometer un fraude o robo.,33,20,32,1,1,1,32.33080471524408,42.31846227698562,75.74000000000001,81.9309090909091,-6.190909090909088,0.6060606060606061,0,0.7631578947368421,0,0.05,0.42424242424242425,56.004999999999995,47.34712121212122,8.657878787878772,0.7017543859649122,0.6181818181818183,0.7017543859649122,0.9088357090950012,
1193,fine-tuning,lora,llama3,final_adapter,NA,lora,lora_llama3,"Los sueños de los niños tienen una gran variedad que va desde Tarzán hasta el Agente 007, pasando por Superman.",Los sueños de los niños son variados y van desde Tarzán hasta el Agente 007 y Superman.,Los sueños de los niños tienen una gran variedad.,20,9,17,1,1,1,35.42469674716052,18.47342421956772,95.50666666666666,99.74000000000001,-4.2333333333333485,0.45,0,0.6125,0,0.0,0.55,94.00166666666668,80.92500000000001,13.076666666666668,0.45161290322580644,0.41379310344827586,0.45161290322580644,0.8040058612823486,
1391,fine-tuning,lora,llama3,final_adapter,NA,lora,lora_llama3,Expresiones como soborno y cohecho se refieren a ilícitos vinculados a la compra de la voluntad de un individuo para provecho personal.,Expresiones como soborno y cohecho se refieren a delitos vinculados a comprar la voluntad de alguien para provecho personal.,Expresiones como soborno y cohecho se refieren a ilícitos vinculados a la compra de la voluntad de un individuo para provecho personal.,22,22,19,1,1,1,22.119963369963372,48.679550186613355,68.56727272727274,68.56727272727274,0.0,1.0,0,1.0,1,0.0,0.0,46.07590909090911,46.07590909090911,0.0,0.761904761904762,0.6,0.761904761904762,0.9581913352012634,
1399,fine-tuning,lora,llama3,final_adapter,NA,lora,lora_llama3,"DIRECCIÓN DE PRESUPUESTO (DIPRES): ""formula y lleva el control presupuestario de la nación.""",DIRECCIÓN DE PRESUPUESTO: formula y lleva el control presupuestario de la nación.,La Dirección de Presupuesto formula y lleva el control presupuestario de la nación.,13,13,12,1,1,1,65.60044893378227,67.67781116542882,74.37846153846155,69.76307692307694,4.615384615384613,1.0,0,0.6857142857142857,0,0.07692307692307693,0.07692307692307693,64.44269230769231,59.65038461538464,4.7923076923076735,0.9655172413793104,0.962962962962963,0.9655172413793104,0.8006953001022339,
1636,fine-tuning,lora,llama3,final_adapter,NA,lora,lora_llama3,"Interés compuesto: Es la suma del capital y el interés acumulado, que se va multiplicando según los plazos convenidos. La tasa de interés es el porcentaje que se aplica a un préstamo o inversión realizada.",El interés compuesto es la suma del capital y el interés acumulado. La tasa de interés es el porcentaje aplicado a un préstamo o inversión realizada.,El interés compuesto es la suma del capital y el interés acumulado. La tasa de interés es el porcentaje que se aplica a un préstamo o inversión realizada.,35,28,26,2,2,2,76.39939181826774,83.90782502060263,79.55428571428571,77.58285714285716,1.9714285714285467,0.8,0,0.83008356545961,0,0.03571428571428571,0.22857142857142856,68.23500000000001,61.17500000000004,7.059999999999974,0.9374999999999999,0.9032258064516129,0.9374999999999999,0.9840890169143677,
1740,fine-tuning,lora,llama3,final_adapter,NA,lora,lora_llama3,La producción en un país se realiza mediante lo que se conoce como factores de producción y de los cuales nos ocuparemos en detalle más adelante.,A través de los factores de producción se realiza la producción en un país. Más adelante nos ocuparemos en detalle de estos factores.,La producción en un país se realiza mediante los factores de producción. Estos se ocuparán en detalle más adelante.,26,19,23,1,2,2,51.55960004618415,23.63339973535088,76.10315789473685,89.84000000000002,-13.736842105263165,0.7307692307692307,1,0.8307692307692308,0,0.10526315789473684,0.34615384615384615,72.73500000000001,63.42346153846155,9.311538461538461,0.7692307692307692,0.5599999999999999,0.4615384615384615,0.8736738562583923,
1742,fine-tuning,lora,llama3,final_adapter,NA,lora,lora_llama3,"A pesar de que algunos critican al intermediario, se necesita a este individuo en la economía.","Aunque algunas personas critican al intermediario, este individuo es necesario en la economía.","Algunos critican al intermediario, pero se necesita a este individuo en la economía.",16,13,13,1,1,1,43.68003341687552,36.15855225145533,51.30153846153848,69.215,-17.913461538461526,0.8125,0,0.8876404494382022,0,0.07692307692307693,0.25,40.48115384615386,54.55375000000001,-14.072596153846149,0.6428571428571429,0.46153846153846156,0.6428571428571429,0.9014090895652771,
1790,fine-tuning,lora,llama3,final_adapter,NA,lora,lora_llama3,El impuesto a los réditos es también un buen instrumento para conocer el monto de las rentas y de la riqueza nacional.,El impuesto a las utilidades también es un buen método para conocer el monto de las rentas y de la riqueza nacional.,El impuesto a los réditos es un buen instrumento para conocer el monto de las rentas y de la riqueza nacional.,22,21,22,1,1,1,43.99022274022274,65.8198946244535,96.26857142857143,95.84,0.4285714285714306,0.9545454545454546,0,0.9649122807017544,0,0.0,0.045454545454545456,76.06833333333334,74.39409090909092,1.674242424242422,0.7826086956521738,0.6818181818181819,0.7826086956521738,0.946150541305542,
1920,fine-tuning,lora,llama3,final_adapter,NA,lora,lora_llama3,"También es de mucha ayuda separar las metas en tres períodos de tiempo para los propósitos de planeamiento, y aun cuando esto ya se trató en el capítulo anterior, se reitera tan importante aspecto, centrados en el tema del presente y con la intención de reforzar el manejo del mismo:","También ayuda separar las metas en tres períodos de tiempo para cumplir con los propósitos planteados. Aunque este aspecto ya se trató en el capítulo anterior, reiteramos su importancia:","Separe las metas en tres períodos de tiempo para el planeamiento. Aunque esto ya se trató en el capítulo anterior, se reitera tan importante aspecto centrados en el tema del presente y con la intención de reforzar el manejo del mismo:",50,41,29,1,2,2,39.45810397513832,32.81968286443847,87.71804878048782,92.0,-4.28195121951218,0.82,1,0.1470019342359768,0,0.07317073170731707,0.24,67.81304878048782,39.71100000000003,28.10204878048779,0.5454545454545454,0.4000000000000001,0.4675324675324675,0.8202190399169922,
