experiment_id,run_id,timestamp,dataset_name,fold_id,split_name,model_key,model_id,backend,prompt_type,ruleset,few_shot_example_ids,generation_config,sample_id,source_text,reference_text,generated_text,prompt_text,inference_seconds,status,error_message,metrics,owner,config_label,gen_temperature,gen_top_p,gen_repetition_penalty,gen_max_new_tokens,gen_do_sample,gen_no_repeat_ngram_size,idFinal,grupo,motivo,lex,src_words,pred_words,ref_words,src_sentences,pred_sentences,ref_sentences,sari,bleu,fernandez_huerta_pred,fernandez_huerta_src,fernandez_huerta_delta,compression_ratio_eval,sentence_splits,levenshtein_similarity,exact_copy,additions_proportion,deletions_proportion,inflesz_pred,inflesz_src,inflesz_delta,rouge1_f,rouge2_f,rougeL_f,bertscore_f1,sbert_similarity
exp_ruleset_comparison_zero_20260502_235933,e418bdb2-05aa-4086-8925-c359e0ca81b3,2026-05-02T23:59:54.113466,muestra_20_ruleset_comparison_zero,,ruleset_comparison_zero,llama3,meta-llama/Meta-Llama-3-8B-Instruct,ollama,zero-shot,R0,[],"{'temperature': 0.2, 'top_p': 0.85, 'repetition_penalty': 1.05, 'max_new_tokens': 256}",2088,La comunidad humana más antigua ha sido denominada horda primitiva.,La comunidad humana más antigua se llamó tribu.,La comunidad humana más antigua se llama horda primitiva.,"Reescribe en español el siguiente texto con lenguaje más claro y sencillo.
Conserva el significado original y no inventes información.

Devuelve solo la versión final simplificada.

Texto:
La comunidad humana más antigua ha sido denominada horda primitiva.

Versión simplificada:",3.1184,success,,{},hariel,hariel_llama3_cfg_1,0.2,0.85,1.05,256,,,1872_LibroBAC.pdf,A_cortos,"Muy corto, sustitución léxica clara.",1,10,9,8,1,1,1,67.76094276094277,53.7284965911771,55.50666666666667,40.64,14.866666666666667,0.9,0,0.8387096774193549,0,0.2222222222222222,0.3,52.468333333333334,34.85500000000002,17.613333333333316,0.7368421052631577,0.7058823529411765,0.7368421052631577,0.9127476811408997,
exp_ruleset_comparison_zero_20260502_235933,b320b30c-96ac-45a2-9158-5af01b66fb3f,2026-05-02T23:59:57.347863,muestra_20_ruleset_comparison_zero,,ruleset_comparison_zero,llama3,meta-llama/Meta-Llama-3-8B-Instruct,ollama,zero-shot,R0,[],"{'temperature': 0.2, 'top_p': 0.85, 'repetition_penalty': 1.05, 'max_new_tokens': 256}",2976,"Prueba a poner en un sobre o frasco $1 por día, más las monedas del cambio.",Pon en un sobre un dólar diario más las monedas del vuelto.,Pon $1 al día y las monedas de cambio en un sobre o frasco.,"Reescribe en español el siguiente texto con lenguaje más claro y sencillo.
Conserva el significado original y no inventes información.

Devuelve solo la versión final simplificada.

Texto:
Prueba a poner en un sobre o frasco $1 por día, más las monedas del cambio.

Versión simplificada:",3.2054,success,,{},hariel,hariel_llama3_cfg_1,0.2,0.85,1.05,256,,,881_LibroNEFE_Sincopyright.pdf,A_cortos,Corto con dinero/cantidad.,1,16,14,12,1,1,1,40.31698346353519,12.451643194233869,122.41142857142857,117.965,4.446428571428569,0.875,0,0.44776119402985076,0,0.2857142857142857,0.375,112.735,105.17250000000001,7.562499999999986,0.4827586206896552,0.22222222222222224,0.2758620689655172,0.7915037870407104,
exp_ruleset_comparison_zero_20260502_235933,8971c4ae-a2ac-4254-975c-3338111c4487,2026-05-03T00:00:00.685672,muestra_20_ruleset_comparison_zero,,ruleset_comparison_zero,llama3,meta-llama/Meta-Llama-3-8B-Instruct,ollama,zero-shot,R0,[],"{'temperature': 0.2, 'top_p': 0.85, 'repetition_penalty': 1.05, 'max_new_tokens': 256}",3430,Uno de los problemas más importantes en los negocios es la asignación de precios a los productos.,Asignar precios a los productos es un problema importante en las empresas.,Un problema importante en los negocios es determinar los precios de los productos.,"Reescribe en español el siguiente texto con lenguaje más claro y sencillo.
Conserva el significado original y no inventes información.

Devuelve solo la versión final simplificada.

Texto:
Uno de los problemas más importantes en los negocios es la asignación de precios a los productos.

Versión simplificada:",3.1053,success,,{},hariel,hariel_llama3_cfg_1,0.2,0.85,1.05,256,,,2692_LibroUide_Sincopyright.pdf,A_cortos,Frase conceptual simple de negocios.,1,17,13,12,1,1,1,45.25681919941466,14.949751774990691,78.99384615384616,91.42823529411766,-12.434389140271492,0.7647058823529411,0,0.7821229050279329,0,0.3076923076923077,0.47058823529411764,69.23500000000001,76.22911764705884,-6.994117647058829,0.64,0.34782608695652173,0.32,0.8725736141204834,
exp_ruleset_comparison_zero_20260502_235933,8de453d6-c8a7-4425-85a7-65766eb633cc,2026-05-03T00:00:03.952161,muestra_20_ruleset_comparison_zero,,ruleset_comparison_zero,llama3,meta-llama/Meta-Llama-3-8B-Instruct,ollama,zero-shot,R0,[],"{'temperature': 0.2, 'top_p': 0.85, 'repetition_penalty': 1.05, 'max_new_tokens': 256}",3679,"El resultado será 190, o sea, el IVA del kilo de pan es de $190.","El resultado será ciento noventa. Es decir, el impuesto al valor agregado del kilo de pan son ciento noventa pesos.",El precio del kilo de pan incluye un impuesto de $190.,"Reescribe en español el siguiente texto con lenguaje más claro y sencillo.
Conserva el significado original y no inventes información.

Devuelve solo la versión final simplificada.

Texto:
El resultado será 190, o sea, el IVA del kilo de pan es de $190.

Versión simplificada:",3.0468,success,,{},hariel,hariel_llama3_cfg_1,0.2,0.85,1.05,256,,,829_LibroUAC_Sincopyright.pdf,A_cortos,Corto con número e IVA.,1,15,11,20,1,1,2,47.09919231470956,10.30647901506568,110.29454545454544,124.04000000000003,-13.745454545454592,0.7333333333333333,0,0.576271186440678,0,0.36363636363636365,0.5333333333333333,105.2168181818182,112.92166666666668,-7.704848484848483,0.3870967741935483,0.20689655172413793,0.3225806451612903,0.7594677209854126,
exp_ruleset_comparison_zero_20260502_235933,10718e08-9d96-4e5a-afbe-b684a85034de,2026-05-03T00:00:07.111342,muestra_20_ruleset_comparison_zero,,ruleset_comparison_zero,llama3,meta-llama/Meta-Llama-3-8B-Instruct,ollama,zero-shot,R0,[],"{'temperature': 0.2, 'top_p': 0.85, 'repetition_penalty': 1.05, 'max_new_tokens': 256}",3145,"Por cada $100 facturados, la compañía gasta $2.20 en intereses.",La empresa gasta dos dólares con veinte centavos por cada cien dólares facturados.,La empresa gasta $2.20 por cada $100 que vende.,"Reescribe en español el siguiente texto con lenguaje más claro y sencillo.
Conserva el significado original y no inventes información.

Devuelve solo la versión final simplificada.

Texto:
Por cada $100 facturados, la compañía gasta $2.20 en intereses.

Versión simplificada:",2.8032,success,,{},hariel,hariel_llama3_cfg_1,0.2,0.85,1.05,256,,,1045_LibroUide_Sincopyright.pdf,A_cortos,Corto con proporción financiera.,1,11,10,13,1,1,1,39.60328170854487,14.043459416399545,124.64,99.38545454545454,25.254545454545465,0.9090909090909091,0,0.4,0,0.3,0.36363636363636365,122.07500000000002,93.88954545454546,28.18545454545456,0.4,0.2608695652173913,0.4,0.7918877601623535,
exp_ruleset_comparison_zero_20260502_235933,02459e36-2e52-4dfd-be6b-e7d8648d686b,2026-05-03T00:00:10.025622,muestra_20_ruleset_comparison_zero,,ruleset_comparison_zero,llama3,meta-llama/Meta-Llama-3-8B-Instruct,ollama,zero-shot,R0,[],"{'temperature': 0.2, 'top_p': 0.85, 'repetition_penalty': 1.05, 'max_new_tokens': 256}",507,"En general, se dice que la rentabilidad normal de una inversión en países desarrollados fluctúa, en promedio, entre el 6 % y el 8 % anual.","Generalmente, la rentabilidad normal de una inversión en países desarrollados varía entre el seis por ciento y el ocho por ciento anual.",La rentabilidad normal de una inversión en países desarrollados es del 6% al 8% anual.,"Reescribe en español el siguiente texto con lenguaje más claro y sencillo.
Conserva el significado original y no inventes información.

Devuelve solo la versión final simplificada.

Texto:
En general, se dice que la rentabilidad normal de una inversión en países desarrollados fluctúa, en promedio, entre el 6 % y el 8 % anual.

Versión simplificada:",3.1565,success,,{},hariel,hariel_llama3_cfg_1,0.2,0.85,1.05,256,,,562_LibroUAC_Sincopyright.pdf,B_medianos,Porcentajes y rentabilidad.,1,24,15,22,1,1,1,56.35642353115122,30.465254893030142,92.04,95.08999999999999,-3.049999999999983,0.625,0,0.7321428571428571,0,0.2,0.5,79.69500000000001,71.21416666666667,8.480833333333337,0.5714285714285713,0.5,0.5714285714285713,0.8841844201087952,
exp_ruleset_comparison_zero_20260502_235933,a73b2159-acd1-40cd-ad6e-7089051f23bd,2026-05-03T00:00:13.300240,muestra_20_ruleset_comparison_zero,,ruleset_comparison_zero,llama3,meta-llama/Meta-Llama-3-8B-Instruct,ollama,zero-shot,R0,[],"{'temperature': 0.2, 'top_p': 0.85, 'repetition_penalty': 1.05, 'max_new_tokens': 256}",1756,En virtud de estas y otras reflexiones fue que se diseñó este capítulo en el marco del Libro Maestro de la cual forma parte sustantiva.,Debido a estas y otras reflexiones se diseñó este capítulo que forma parte fundamental del presente libro maestro de educación financiera.,Este capítulo fue creado como parte importante de un libro principal.,"Reescribe en español el siguiente texto con lenguaje más claro y sencillo.
Conserva el significado original y no inventes información.

Devuelve solo la versión final simplificada.

Texto:
En virtud de estas y otras reflexiones fue que se diseñó este capítulo en el marco del Libro Maestro de la cual forma parte sustantiva.

Versión simplificada:",2.5943,success,,{},hariel,hariel_llama3_cfg_1,0.2,0.85,1.05,256,,,5100_LibroBAC.pdf,B_medianos,Redacción abstracta/institucional.,1,25,11,21,1,1,1,33.17245975321008,2.2008038097333036,66.65818181818184,94.76,-28.10181818181816,0.44,0,0.3431372549019608,0,0.45454545454545453,0.76,59.9077272727273,69.69500000000001,-9.787272727272708,0.3428571428571428,0.12121212121212123,0.2857142857142857,0.7640371918678284,
exp_ruleset_comparison_zero_20260502_235933,eabff0ee-6577-438d-bec3-cd4347d2800e,2026-05-03T00:00:16.003094,muestra_20_ruleset_comparison_zero,,ruleset_comparison_zero,llama3,meta-llama/Meta-Llama-3-8B-Instruct,ollama,zero-shot,R0,[],"{'temperature': 0.2, 'top_p': 0.85, 'repetition_penalty': 1.05, 'max_new_tokens': 256}",3093,"Las cuentas de activo reflejan aquello que posee la organización, independientemente de cómo se haya financiado.",Las cuentas de activo evidencian las pertenencias de la empresa. No importa cómo se financiaron.,"La cuenta de activo muestra lo que una organización tiene, sin importar cómo lo pagó.","Reescribe en español el siguiente texto con lenguaje más claro y sencillo.
Conserva el significado original y no inventes información.

Devuelve solo la versión final simplificada.

Texto:
Las cuentas de activo reflejan aquello que posee la organización, independientemente de cómo se haya financiado.

Versión simplificada:",2.997,success,,{},hariel,hariel_llama3_cfg_1,0.2,0.85,1.05,256,,,875_LibroUide_Sincopyright.pdf,B_medianos,Definición contable.,1,16,15,15,1,1,2,36.79347116947202,5.439330544349821,84.04,54.215,29.825000000000003,0.9375,0,0.5786802030456852,0,0.6,0.625,71.38833333333335,38.97875000000002,32.40958333333333,0.30303030303030304,0.12903225806451615,0.24242424242424243,0.8198065757751465,
exp_ruleset_comparison_zero_20260502_235933,be931dd1-a918-4043-9d80-453cdc96ef43,2026-05-03T00:00:19.113287,muestra_20_ruleset_comparison_zero,,ruleset_comparison_zero,llama3,meta-llama/Meta-Llama-3-8B-Instruct,ollama,zero-shot,R0,[],"{'temperature': 0.2, 'top_p': 0.85, 'repetition_penalty': 1.05, 'max_new_tokens': 256}",3192,"Por cada dólar de pasivo corriente, la compañía cuenta con 93 centavos de dólar en activos corrientes súper líquidos.",La empresa tiene noventa y tres centavos de dólar en activos corrientes súper líquidos por dólar de pasivo corriente.,"Para cada dólar de deudas que no se pagan inmediatamente, la empresa tiene 93 centavos disponibles para gastar o invertir.","Reescribe en español el siguiente texto con lenguaje más claro y sencillo.
Conserva el significado original y no inventes información.

Devuelve solo la versión final simplificada.

Texto:
Por cada dólar de pasivo corriente, la compañía cuenta con 93 centavos de dólar en activos corrientes súper líquidos.

Versión simplificada:",3.5431,success,,{},hariel,hariel_llama3_cfg_1,0.2,0.85,1.05,256,,,1202_LibroUide_Sincopyright.pdf,B_medianos,"Relación de pasivo/activo, útil para precisión.",1,19,20,19,1,1,1,28.054831911850773,5.406502668979588,78.74000000000004,84.62947368421054,-5.8894736842105,1.0526315789473684,0,0.502092050209205,0,0.7,0.6842105263157895,59.12000000000002,66.51394736842106,-7.393947368421038,0.31818181818181823,0.1904761904761905,0.1818181818181818,0.7439724802970886,
exp_ruleset_comparison_zero_20260502_235933,ba4573d7-4143-46b0-912c-9dc9390d5350,2026-05-03T00:00:22.776297,muestra_20_ruleset_comparison_zero,,ruleset_comparison_zero,llama3,meta-llama/Meta-Llama-3-8B-Instruct,ollama,zero-shot,R0,[],"{'temperature': 0.2, 'top_p': 0.85, 'repetition_penalty': 1.05, 'max_new_tokens': 256}",3525,"Posee la renta per cápita más alta de Latinoamérica, con alrededor de US$25.000 por habitante (según datos de 2019).",Tiene la renta per cápita más alta de Latinoamérica. Con casi veinticinco mil dólares estadounidenses por habitante.,"La renta per cápita en Latinoamérica es la más alta, con unos $25.000 por persona (datos de 2019).","Reescribe en español el siguiente texto con lenguaje más claro y sencillo.
Conserva el significado original y no inventes información.

Devuelve solo la versión final simplificada.

Texto:
Posee la renta per cápita más alta de Latinoamérica, con alrededor de US$25.000 por habitante (según datos de 2019).

Versión simplificada:",3.5056,success,,{},hariel,hariel_llama3_cfg_1,0.2,0.85,1.05,256,,,230_LibroUAC_Sincopyright.pdf,B_medianos,Dato económico con cifra.,1,21,19,17,1,1,2,37.970401409202516,9.165852474742525,109.89263157894737,99.1257142857143,10.766917293233078,0.9047619047619048,0,0.6728971962616822,0,0.2631578947368421,0.3333333333333333,92.74552631578948,79.03500000000003,13.710526315789451,0.6046511627906977,0.3414634146341463,0.46511627906976744,0.7886223196983337,
